Case_category,Clean Text,Particiant Role
lgj_social,那个女孩刚发微博的时候，只有有人敢提女孩子不应该这么随便类似的话，都会被喷受害者有罪论，这个世界不是所有男性都会尊重女性，当约束不了别人的时候，女生应该学会保护自己，不靠谱的约会，不熟悉的人应该拒绝的对吧,辩护者
lgj_social,事实真相会给网友们一个说法，如果是真的也会还你清白，如果你说的是假的那真是不能怪网友骂你，一切交给真相交给法律,辩护者
lgj_social,作为旁边看故事的人，我觉得双方都有错！有可能部分细节夸大！但是我觉得女学生可能是被强奸了，不然怎么会在读书期间有勇气曝光这些！但是男生有可能觉得这是正常情侣行为！发生最大一切的是钱??没谈好！这就是社会,辩护者
lgj_social,我认为中国女权举步维艰，是必然的结果。诚然和国情有关系，但是和维权者泥沙俱下也有关系，很多人认识不到女性尤其是参与维权的女性力量是弱势，并站在男性对立面而不是联合男性力量。女权不是为了证明女的比男的强，也不是为了反抗打倒甚至仇视男性。是争取女性权利，改变社会对女性不合理和不公正。,辩护者
lgj_social,没意思，谁是谁非，自有法律定夺。可是，这种网络暴力，给当事人之外的人带来的伤害，这个是无法弥补的。,辩护者
lgj_social,利用了别人的善良以后维权女孩们的路会更艰难,辩护者
lgj_social,对，所有事情都要有它的公平性，必须要为自己的行为付出代价,辩护者
lgj_social,凡事要讲证据,辩护者
lgj_social,真的建议男方通过法律途径处理！违法犯罪只需要道歉就可以脱罪，成本太低，后来的人就不会忌惮，还会有人仿效，继续恶意中伤别人，所以，请罗冠军想清楚，走法律途径不仅仅是维护他个人的权益，还是为了更好的社会环境！真的！,辩护者
lgj_social,社会对于女性，孩童，老人比较有倾向性意识，大众一发现这些群体受了伤害就一边倒。重要的是透过现象看本质。,辩护者
lgj_social,还罗冠军一个公道，让真相大白于天下！拒绝网络暴力！不要道德绑架！,辩护者
lgj_social,法律在变，社会在变，以前的重罪，现在都…………,辩护者
lgj_social,法院没有判决之前不是应该叫犯罪嫌疑人么？,辩护者
lgj_social,希望那些骂过罗冠军的人都能给他道歉,辩护者
lgj_social,一直站在中立的角度等待事情的真相，现在女生微博下面全是骂女生怎样，我觉得这些人也是前几天骂男方怎样的，所以来来回回都这些人在不分青红皂白骂，所以我们以后要更注意，不要失去理性站队去毁了谁，而是为他们发声，冷静看待，等待真相就好，否则往往被这种反转事件伤了心，最终变成狼来了的局面。,辩护者
lgj_social,这个年代坏人还要打上性别标签了？她造谣那就起诉她！别一口一个什么女权！只为受害者发声，之前不是舆论帮助那个见义勇为的男生了吗，该骂的是别有用心的博主而不是网友，这种利用广大人民善心的必须严惩！,辩护者
lgj_social,头条自己应该道歉，支持维权，不要和解,辩护者
lgj_social,我想起不久前双方微博下一边倒地辱骂（接近疯狂的贬低辱骂），有一两个希望理智站边，不要着急下结论的评论下面也全是类似于“你被qj了希望你也理智”的回复，未免太令人深思了。,辩护者
lgj_social,这么长时间过去，女方应该很难在法律层面告倒他……顶多只是把他名声搞臭！！,辩护者
lgj_social,我在公众号看到那个爱你所以强暴你的文章，就来微博搜了，幸而比较理智看了相关的微博也听了录音。看到女方所谓男朋友的微博就觉得很假，不知道大部分网友为什么那么好骗。,辩护者
lgj_social,举证比不上一篇小作文，还有好多在举证下面谩骂的，起码是个玩意儿啊，随便打几个字就能定一个人的生死...可怕,辩护者
lgj_social,我觉得以后新浪需要一个岗位，严管发表文章，尤其是长文！！！一定要经过审核之后才能发送成功！先这种烂事，不管女的问题还是男的问题，我都觉得是在消磨人心！,辩护者
lgj_social,什么人都有，不要因为一件大部分人不会做的事去定义每个人，不是每个人都是人，如果女孩造谣，我觉得男孩告她让她牢是绝对没问题的的，如果男孩撒谎，也要付出代价,辩护者
lgj_social,不要妥协，妥协以后就讲不清了，官司打到底，,辩护者
lgj_social,太可怕了，而且有的时候男生一求，女生就好容易心软，太容易被骗了，好心痛,辩护者
lgj_social,既然清空微博，就有诽谤、污蔑之嫌。清空微博就是销毁证据。,辩护者
lgj_social,这件事应该对你伤害真的很大吧！希望你维权成功，给自己要一个说法，不要放过这个女的，太可恶了，利用舆论当自己伤害别人的武器，也浪费了网友们的善良，太恶心了，还有好多人给她打赏,辩护者
lgj_social,坚决支持男方不和解，这么大影响道歉算什么玩意儿？我是女的欢迎来杠#梁颖##罗冠军#,辩护者
lgj_social,请告到底，不然很多女性都会模仿（虽然我也是女性，但我不是女权的维护者），看了今天的头条才知道这件事，这种女的是有被迫害妄想症吧，看把人家整的，就因为一篇文章，我去。,辩护者
lgj_social,请让她负起该付的责任,辩护者
lgj_social,有人说网友的善良被利用，这是善良被利用吗？未知全貌不予评价这是最基本的家教，根本不知道前因后果单方面听信就做判断然后给对方判死刑说恶毒的话，真的不是善良，是无知是无耻。,辩护者
lgj_social,快点恢复双方聊天记录，名誉损失一定要梁导来赔,辩护者
lgj_social,男方不要和解，和解恢复不了声誉，就要法律判决，到时候联系媒体报道。,辩护者
lgj_social,姐妹们去喜马拉雅搜索罗冠军有个53分钟的录音。并且女方删除我的评论，我只是发了一句这个，有图有真相！,辩护者
lgj_social,强奸后还能强行确定恋爱关系？还谈了260多天？城里人真会玩我不懂,辩护者
lgj_social,本人觉得此事很蹊跷，为什么一个学生的扯皮事，竟然能炒到如此程度？为什么？不科学啊？再有为什么一边倒的都在怒骂那个当事男人？本人不战队，只是觉得偏听则暗，为什么在双方没有证据的前提下，大部分人已经站到了冲锋的前沿？这种事情难道不是听听双方的陈述，再听听知情者的评判，而分析吗？,辩护者
lgj_social,日常恐女，男性什么时候才能站起来，气抖冷,辩护者
lgj_social,他的父亲小学文还自己自己亲手写证明……真的不知道真相之前不要评论，你的一腔愤慨不过是别人博眼球的工具而已，看事情还是要多方面，害,辩护者
lgj_social,不知道在这条下面说女生为什么不报警的人是什么心态，这种事情发生了，她就一定有勇气去正面对抗吗，她就不能因为软弱妥协吗，为什么都这样去谴责一个受害人呢？希望评论过这样的话的你们在遇到这种事情是能够沉着冷静，千万别打脸,辩护者
lgj_social,被强奸的女孩子千千万，她是第一个发声的，能安全长大很难。,辩护者
lgj_social,感觉有些人被打脸了还要咬牙骂……骂人很爽吗，男的在微博是真的没人权,辩护者
lgj_social,给男方一个建议，造成这么大的影响，还是要走法律途径，查清事实，不要轻易和解，否则男方以后想要解释清楚，估计都没人相信。微博可以删除，但是可以调取，这些都是技术问题。,辩护者
lgj_social,怎么没有一个人跟我说这种猜想现实？马后炮劝我道歉我态度很好，但是喷我的，你们都不如网络的蛆虫，女生如果说的是事实。我愿伸张正义，如果不是事实，我愿意道歉，你们呢？本不想跟你们计较这些，毕竟教育程度生长环境不同，差异化也大。但我是个性情中人,辩护者
lgj_social,网上几十万私信骂他强奸犯，工作被骂强奸犯，走路被骂强奸犯，坐车被骂强奸犯，吃饭被骂强奸犯，晚上睡觉还被电话骂强奸犯，心里承受力弱的估计自杀都有可能。,辩护者
lgj_social,你应该稍微了解一下，女孩被强奸之后的书籍，并不是每个女孩都那么坚强理智，尤其这个女孩还是第一次。因为想减轻自己的压力愧疚，被人洗脑成女朋友这是正常现象。,辩护者
lgj_social,啥证据没有，通篇都是情感发泄，以后定罪别论证据了，看谁写的煽情就完了。,辩护者
lgj_social,我心理有点小黑暗。会不会他用了什么手段用了什么利益让她不得不放弃，毕竟还有以后的生活，还有父母亲人,辩护者
lgj_social,没懂这跟女拳又啥关系。也有一些普通网友只是因为被欺骗，只是真想不到人可以坏成这样而已，初衷也是善良的吧，对男方造成巨大的伤害也希望男方可以尽快回归正常生活好好维权。可是也是你们口中愚蠢的网友在遇到各种不公平事情的时候帮助事情尽快推进。只是善良被坏人利用了啊。,辩护者
lgj_social,那不是爱那是变态,辩护者
lgj_social,受害者没有错,辩护者
lgj_social,如果真的女生是为了骗钱，那女生完全可以第一次被强奸后就保留证据以告罗冠军威胁他给钱解决事，完全不用跟他玩这么久,辩护者
lgj_social,这是社会性的问题，人们应该多思考思考如今网络网名的问题，以不知全貌，不予置评约束自己，打抱不平前请了解事情全貌，别就看着表象就随意开麦伤害别人，这些年被这样伤害的人还少吗，有多少人反思，又要多少人道歉？管住自己“正义”的嘴才是真的让这个世界越来越好的关键,辩护者
lgj_social,刚刚才关注这事去看了女方微博！语音那段视频，啥逻辑什么年代成年人要去开房不买套套吗？买套套就有强奸意识？？？我们就想单纯去酒店开房聊天睡觉哈哈哈！分手闹掰就成强奸确定不是报复？？？,辩护者
lgj_social,可能真的是在不情愿的情况下快速发生了关系，后面分手了，女方才接着这个事搞事情。我不相信男的没有去嫖过，毕竟说这个的是男的那边的朋友，要为了男的而去改变说法也是有的，而且现在女的搞成这样，其实女方是没有任何对她有利的证据的。也肯定女的不是真的想就这么结束，只是被迫的。,辩护者
lgj_social,不应该和解以后说不清楚的舆论这东西看他还会疑惑和防备认为他总归也有问题！要判刑法律责任追究有查就可以堵悠悠众口不明真相的人,辩护者
lgj_social,呃，当时女方发的一分三十秒的录音不是已经能证明女方不是自愿的吗？我记得录音里面女方问男方为什么要继续，男方的回答不算正面回应没有强奸啊怎么大家突然又骂女方了呢？,辩护者
lgj_social,以后真正的受害者出来发声时，网民肯定是踟躇的。真正的恶是无声无息的消耗信任与善意。谁来为这场巨大的信任危机与无辜被网暴的人致歉呢？即使道歉，伤害也已造成。,辩护者
lgj_social,造谣只要道歉？那是不是成本太低了，造成了极为不好的社会影响,辩护者
lgj_social,某一部分人的言论：只要男方选择和解，那就是强健实锤了，女的被威胁了。,辩护者
lgj_social,不会报警,辩护者
lgj_social,害，支持维权，理性站队,辩护者
lgj_social,最重要是真正的那些真实受害者以后发声就难了，这个罪过大了,辩护者
lgj_social,5、至于女生为什么把这些搬出来，我觉得可能就是在两个人争吵之后，女生一时情急的一个试图反抗，谁知道闹大了，所以现在谁都下不来台，因为女生虽然清誉重要，但男生在银行工作，一旦有什么不好的舆论消息，这个工作肯定保不住,辩护者
lgj_social,别和解,辩护者
lgj_social,涉世未深的女孩子第一次和男吃饭被灌醉，然后被开房强奸。很多被灌输第一次只能给自己老公的女孩子这时候也尽可能的把对方的甜言蜜语当真，于是开始做情侣。没多久就被分手，露出强奸犯的真面目。于是报警，但是已经没有了证据。即使聊天记录男的承认了，但是警方说自己承认不能作为证据。,辩护者
lgj_social,罗冠军事件真实的体现了社会性事件的双面性，和人性本恶的一面，更体现出来网友嫉恶如仇到及其不理性的一面，只要描述的足够惨，并且抓住社会性事件关键词，你就抓住了牵引绳。所有的网络门事件等同于薛定谔的猫，答案揭晓之前谁都不能确定猫是死是活，牵引绳抓住了网友的心，引导他们猫一定是活着！,辩护者
lgj_social,如果一个男的被一个女的qj怎么说,辩护者
lgj_social,并没有觉得有反转，是不是真强奸我们无法知晓，真相很多时候是不可知的，直觉告诉我这就是一个始乱终弃的故事。,辩护者
lgj_social,抱歉，看了这么多后续，我可能被女生卖惨利用了，其实网络上这么多事了这次是第一次这么义愤填膺。怪我判断出错，也怪这女的言语太真实了。我这里为我的网暴言论向当事人道歉。但是，我想问问那些马后炮，你们不按情形不换位思考上来喷我们的行为是不有点失智？8.29女生的言论占主导，当时咋没有一个,辩护者
lgj_social,我多想我也编点爆炸性的新闻来夺眼球，通过正当途径追回自己的财产好难好难，为什么几十万的一辈子的积蓄被骗了，派出所报案不受理呢，踢皮球似的踢来踢去，,辩护者
lgj_social,当一只羊，把所有的希望都寄托在狼可以讲道理，可以提高自身素质的时候，结果只能万劫不复。要么它可以加强自我防范，要么可以帮助猎人打死狼。君子不立于危墙之下，自助者，天助。有些伤害再怎么防范都无法避免，有些可以，比如和本就不很熟的人开房之后带来的伤害。,辩护者
lgj_social,感觉半年搬了三次家有点狠吧，觉得男方会不会真的做了什么，要不然真的不用怕吧，直接告污蔑啊，女方应该也有撒谎，怎么跟剧本杀似的??,辩护者
lgj_social,回复@无脸男也可以很温柔:她还要人家一家人身败名裂呢,辩护者
lgj_social,强奸举证太难了，就算真的被强奸了，如果被强奸当天没有留下证据，之后想再证明都很难了。,辩护者
lgj_social,然后那些“正义”的网友呢？说爽了骂爽了站在道德高地做“正义使者”威风了，他们不用承担任何风险，凭键盘毁了一个人，可能过几天他们就会忘了，然后又在另一个热搜里面做“正义使者”，这键盘成本也太低了呀！有多人还会管受害者怎么样？,辩护者
lgj_social,没有确凿的证据。,辩护者
lgj_social,远离网络谣言，发生任何事情要相信法律的公正，要用律法来维护自己,辩护者
lgj_social,我觉得还是多关注事件本身吧，无脑女拳也不是一天两天了，不过带节奏终归少数，我相信大多数女性还是同情心使然被利用了，大家以后看待事情冷静点别被乱带节奏，只希望不管男女犯错都得到相应的惩罚，其他的做好自己就行了,辩护者
lgj_social,@cherish新：所有的都看完了，明眼人都看出来女的自导自演，不甘心想得到好处，结果没想到自己的不实言论搞到不可收拾的地步，后悔已经没有用！女人呐，不甘心能理解，但是真的玩过火了！现在的社会已经不是以前了，纸也终究包不住火。,辩护者
lgj_social,被强奸不报警吗？,辩护者
lgj_social,当时我看到我就感觉女的像写小说一样，前言不搭后语的,辩护者
lgj_social,恭喜你们这些仇女厌女的又有理由可以高潮了，我就是女权主义，可我并不相信她，之前看那女的文章，逻辑性真的很差，用字遣词就像那种博主分享“投稿”，一般都是编的那种故事，比流水账文笔还差，我之前也评论过，已经好几条回复攻击我了，我就给删了，就是这种人的存在，让女权任重道远,辩护者
lgj_social,“不再保护你”触动我了，一个人很爱一个女生的想法是我会保护他。他或许还爱她,辩护者
lgj_social,#罗冠军#不要降了,辩护者
lgj_social,这种案件的大部分受害人还是女性，这个真的少数案例。看到有网友说会造成“狼来了”，我赞同的，但是女权帮忙发声也是好事。因为说实话，平时真的轮到女性被强奸，使劲打拳好像也没啥用的，因为最后那些强奸犯不还是没被重惩。所以打拳我觉得也是维护女性权益，最重要的是有一种女性会维护女性的态度。,辩护者
lgj_social,终于上热搜了……开始的时候那一系列操作我看着都绝望了，连立案都不能立案，把报案的女主一次次叫去详细叙述自己被强奸的细节、展示被偷拍的照片，任何女孩子都会崩溃的。,辩护者
lgj_social,女的心机太重，想法设法黑男方，听录音，看照片、还有威胁男方，,辩护者
lgj_social,第一次看见女方的推文还有所谓的录音证据，作为女性同样是在谈恋爱的人，硬是觉得怪怪的，让我无法骂你，那是因为要准备qj的人脑海里已经没有byt意识了，但也跟你说声抱歉，如今社会对于女性的重视比从前多了，女性希望得到更多的理解。但她利用了大众对她的理解，毁灭了全社会对她的信任。,辩护者
lgj_social,3、分手原因绝对不是男生说的那种女生为了赚钱搞这些事，我觉得很大一部分是因为怀孕的事，男方那边，包括他的家庭没有责任感，导致了女生直接鱼死网破；4、那段录音我觉得可以忽略，应该是女生和他争吵之后说的气话而已，并不是女生的本意，否则拿这个来做局，未免对于女生来说成本太高，自己以后呢,辩护者
lgj_social,其实想中肯的说两句，现在没有任何证据，这男的就成了强奸犯，还有如果有看到男女主拍过的视频，完全从女主脸上看不出所谓的厌恶。不洗，如果要锤死他，请拿出证据，交给法律，而不是网暴。,辩护者
lgj_social,如果再有这样的情况。依旧会转发。因为不确定是不是真正的受害者。有人利用大众的同情心去伤害别人，她会受到惩罚。这样的社会案件我不想有狼来了的心态。最后会给真正受害者清白。我们很多人不是盲目的女权也没有网络断案。只想求得关注得到真相。虽然能力微乎其微，转发是因为不想漏掉一个受害者,辩护者
lgj_social,也别一味的喷女权了吧？如果女人的地位和男人一样的话，男人被女人强奸大家也会一样义愤填膺的，说到底还不是社会位置不同的问题，女权真正想达到的不就是男女地位的平等吗？不仅是帮女人，也是帮男人啊，虽然也有极端的田园女权，但见到为女性发声的就追在后面喊打拳的有没有脑子？,辩护者
lgj_social,不管别人怎样，我道歉，当初气急败坏被梁某的文章带偏了，给罗冠军发了许多许多不堪入目的辱骂评论和私信，气的上头被蒙蔽双眼甚至还一整晚睡不着觉。是我把自己曾经的一些经历带入了导致我看事情没有思考，都是我的问题，我真诚的道歉。无论如何伤害已经造成了，希望这个事情能够尽快真相大白,调和者
lgj_social,@麋谧衡:正常女权应该是维护女性的人权，而争取维护女性权益的根源是如何保障人权的问题。人权不分男女懂？这世界不是非黑即白，有大男人主义，也有老婆奴；有温柔体贴的男性，也有暴力成性的男性；女性亦同。无论男女都有好有坏，就事论事因人而异而不以性别站队！人与人之间互相尊重理解才是…,调和者
lgj_social,中国有个成语叫恼羞成怒，只有戳到痛处说中了才会很生气，所以评论区里各种骂的都是什么人很明显了，你们指着楼主说搞区别对待，但是在一些女生被害的微博下ta不一定评论过什么女???? 言论吧，也不是所有人都在搞性别对立，过于偏激的人也该审视下自己了，不要让矛盾激化，做好自己就够了,调和者
lgj_social,赞成，如果这个女生真的是如此，那就应该得到惩罚，这样的事情多了，要是以后有真的需要帮助的女孩子或者男孩子，可能大家对此帮助的态度会持疑，这样真正需要得到网友帮助维权的人就很难了，很多人给她打赏了，退钱好吗姐，我现在一分钱都不想给你了，我默默等待事情走向，不站队了,调和者
lgj_social,微博上有时候一些言论确实太极端了……因为个例就上升整个男性群体…(有一说一 现实中也没这样呀 我们大学同学 男女之间都相处得挺和谐友爱 我们专业男生不多 但是很多体力活都是男生包揽 平时生活中遇到也是很好的大叔 我基本每次坐动车都会有大哥帮我搬行李箱),调和者
lgj_social,嗯。。对啊一路看下来全都是性别对立，不知道这有什么好对立的吗？？为什么还有人嘲之前（注意是之前，还没反转的时候）帮女方发声的人？？难道大家不都是因为被她骗了的吗？爷之前在她微博下发了一大段话字数都满了，全是安慰她的，结果告诉我都是骗我的，爷还委屈呢。,调和者
lgj_social,网友为什么会这么敏感？还不是蝈蝻犯了太多恶性犯罪，败坏了人们对男性的风评，杀妻案和杀女朋友几乎没两三天一起，有当街杀的，有扔到桥底下的，还有磨成粉的，网友就算被误导主观上也是为了争议，蝈蝻则是客观和主观都充满恶意，很多人却不怪罪犯怪网友,调和者
lgj_social,那个 我也只是一问哈 现在的这个“结果”是否就是尘埃落定呢？算不算又是一波“剧情”……？（之前关注过这个事，对女方的陈述也对男方起过愤怒，同时也考虑到了“理性”层面，没在男方微博骂过。只是现在更加警惕了：现在的结果，就是“结果”吗？）,调和者
lgj_social,我是女的，看到女权或者女拳我都超级反感，我觉得呼吁男女平等，女性独立，这是每个女人自己该努力的事情，最讨厌网上一群女quan遇事就攻击男性，或者整天以为自己特别厉害，不累吗？现实生活中真正努力独立的女性哪来这么极端？,调和者
lgj_social,所以出现这类问题先学会理智不要立即战队攻击另一方。等双方言辞证据都出来在判断是最重要的。第一时间战队辱骂另一方给别人或者无辜的人造成的伤害不是道歉就能挽救回来的。他或她的生活环境会被网络暴力完全打乱。屏幕前的看客们。,调和者
lgj_social,不要再给群众洗白了，要是大部分吃瓜群众有一点基础判断力至于一上来就网络暴力别人吗？我那时候就说了这件事情女方根本没有直接证据，不能盲目相信结果被几十个网友追着骂，网友都应该好好反思自己了！,调和者
lgj_social,女权我不太懂，但我支持维护女性权益，因为我也是女性我也希望这个世界能对女性更友善，但是我知道在这起事件中，那些骂男性中立方网友是潜在qjf和诅咒女性中立方网友以后被qj的就是女拳,调和者
lgj_social,因为辟谣永远要比造谣难，要花更大的成本，很多事情开始的轰轰烈烈，人们其实只是看到事情的前半段，后半段如何也不关心，除非用同等或者更大的网络声浪来辟谣（对此之前女生发的帖子阅读量）,调和者
lgj_social,其实会的，我之前看新闻一个十几岁的小女生说老师性骚扰自己，后来老师被辞退了还是什么的，还被网络暴力，然后后来反转说是老师批评那个女生还是什么的，所以她要污蔑那个老师,调和者
lgj_social,如果海狼来了的那些网友以后能闭嘴的话，放心真正的受害者会得到维权的，因为网上有理性的人根本不少，说的好像网上没有有理性的人似的，如果以后喊狼来了的那些网友能闭嘴就好了。。,调和者
lgj_social,大胆的说 现在反过来嘲讽女的 在责怪女的那帮人 说不定就是当时在疯狂谴责男的 那帮人 都是墙头草罢了 嘴巴在他脸上 他爱说啥说啥 反正不用负责 看上去哪边有理不管对错就开始喷,调和者
lgj_social,网络喷子也多，有的点进去还是大学生不知道是不是真的，戾气重的很，四处撕四处喷我觉得好变态，感觉就是打开微博找个评论就开撕发泄心中的戾气，乌烟瘴气的，该整顿一下了,调和者
lgj_social,真心实意的道歉，这个事情确实做的不对，我站在的角度，是从当时那个女生的角度出发的，给这位先生道歉。我以为的我是声张正义，以后也不会再站队了。但别动不动就女拳行不行。,调和者
lgj_social,其实目前也仅限于微博，因为微博上有些不怀好意的人在煽动。我现实中认识的女孩目前还没发现像微博上这样的。只能说这次反转给大家都敲响了一个警钟：不要被坏人利用。,调和者
lgj_social,主要是怕让他飞一会直接沉了，不网爆任何人才是重点，重点是帮助发出求助的人维权，让所有人看的，增大影响力，而不是直接越过法律法规去网爆别人，甚至想办法去逼死别人。,调和者
lgj_social,前些天那女的微博上热搜看了两眼，昨天才看到这个，比较诧异。保持中立，理性吃瓜?? （ps:在网上看到内女的发打胎梦到孩子那些东西，感觉好尬，像极了以前看的小说）,调和者
lgj_social,微博有些女生太极端了，挑起两性对立，我是女生，我看到那些偏激言论也很不舒服，真正的女权不是这样的，女拳是调侃微博上那些不分青红皂白挑起两性对立的人的...,调和者
lgj_social,网络舆论就会面临着这样子的风险。所以有时候在情绪化之前或许更应该想想事件的真实性。不然真的就像这样“狼”真的来了，已经不会有人相信了。,调和者
lgj_social,emmm。。。看到这里我就一个疑惑 如果妹子以后真当律师了，碰到一个被强奸的妹子上门求助，她会不会劝人当强奸犯女朋友。 细思极恐。,调和者
lgj_social,转发是真的想让热度上去，然后让更多的人看见，有人关注处理后再希望得到公平公正的结果。如果以后有真的这种事件出现，难道不转发让它石沉大海吗？,调和者
lgj_social,当然了我知道大多数男生女生都是善良热心才会对这件事情发声但是我真不想看见性别对立，明明现实都温柔平和到了网上为什么说得出那些过分的话,调和者
lgj_social,但是有时候会怕不关注这件事就不了了之，实际上在微博有很多的求助都是真实存在的，男女老少都有，理性关注吧，保持理性很重要,调和者
lgj_social,转发了 反转后说你散布谣言 不转发 说你事不关己高高挂起 以后你出事也没人帮你发声（单纯从转发来说 网暴去骂人是坚决不可）,调和者
lgj_social,男的保持中立就是qjf同党，女的保持中立就是欠被qj，总有些人自己不理智还强迫别人和自己一个思想，不然你就是人类公敌民族叛徒,调和者
lgj_social,舆论永远会同情弱势群体，不是杠，这个是普遍规律。看了这事以后无论男主女主谁说的是实话，我就希望法律能给坏人一个惩罚。,调和者
lgj_social,作为女生很讨厌女拳????她们打着正义的旗号说着比谁都恶臭的话????挑拨男女对立???最后承担后果的还是广大无辜女性,调和者
lgj_social,很多人转发的目的是不想让这种有可能存在的恶性案件得不到关注和得不到公正裁决 但被顶在热评的老是一些很极端的言论太魔幻了,调和者
lgj_social,不对，毕竟一开始不好判断真假，大家转发也没什么。但是罗冠军的微博评论里有上万人骂，这些人会道歉吗？,调和者
lgj_social,希望这些搞性别对立的人清楚，这个社会从来不会对男性或者女性有过分的恶意，被欺负的从来都是善良的人，不论男女。,调和者
lgj_social,我信，不要往“都是女生害了女生”上引导情绪。ME TOO运动中的诬告太少了，法院也有诬告，法院是不受理了吗？,调和者
lgj_social,我也道歉 真滴对不起 对不起 对不起 对不起 没想到居然是被女方的话利用了 对不起 对不起 对不起 对不起,调和者
lgj_social,现在大家骂人都这么凶吗……我的天呐我刚吃到这个瓜 前排看下来感觉要真是被诬陷的 这些话太鲨人了吧,调和者
lgj_social,喷层主“与性别无关”这句的人，是没看到层主开头就讲的“女生造谣请判刑”吗，再说煽动性别对立的也不是层主啊,调和者
lgj_social,在什么证据都没有的时候把事情闹大并站着受害者一方才是对的。如果这个男的真什么都没做证明了就好清者自清噻,调和者
lgj_social,不是啊，就只要凡事保持独立思考就好啦，自己一定过脑子想想是不是A说的那样又是不是B说的那样，拒绝盲从,调和者
lgj_social,楼主实惨。有多少人是真正了解了这个事件全貌的？就女生一篇文章，要实锤证据，没有，一口一个强奸犯。,调和者
lgj_social,大家都别吵了 坚持自己的观点就好了 有错就认错我也没什么好羞耻的??和与你有不同价值观念的人吵毫无意义,调和者
lgj_social,道歉了。本人真的很难过 被女方骗得团团转 之前看女方微博还看的稀里哗啦的。再次郑重向罗先生道歉！,调和者
lgj_social,以后遇到同类事情，不是没有同情心和冷漠，只是不知道该不该相信了，毕竟被骗太多次了,调和者
lgj_social,还有红黄蓝，滴滴直播强奸，还有前几天造谣攻击公检法，网友一次次被当枪使，却始终不长记性。,调和者
lgj_social,道歉了 真的很抱歉了 等待警方核实我愿意出自己的一份力 帮助罗先生上热搜 还他的清白！,调和者
lgj_social,不应让社交媒体，变成权力机关。大家评评理，变成千人千面，公说公有理，谣言与是非起飞~,调和者
lgj_social,得了吧不必一定要带上李星星。证据是从警方手里拿出来的？？你就不怕再被打脸？？说的信誓旦旦的,调和者
lgj_social,还说什么蝈蝻啥的，这尼玛。。。中国男人其实大部分挺疼老婆的吧（甚至怕老婆。。）,调和者
lgj_social,如果她真的玩弄舆论和网友，以后真的受到侵害的女孩子太难了，本来这种事情渣浪就不给热度,调和者
lgj_social,????师不要拉普通女性共沉沦哦，我和我的姐妹们31号看到就觉得不对劲了,调和者
lgj_social,我平时打字把女拳打成女权我都要删了重新打，就是怕伤害到正常维权的女性咋还有这么多人共请,调和者
lgj_social,他的父亲就是个农民，这种事一点沾上，在他们那种相对保守的地方会被人戳脊梁骨一辈子的,调和者
lgj_social,同意 也有很多事情是真的通过微博曝光解决的 但真的希望大家以后不要上来就骂人了……,调和者
lgj_social,网友永远说自己善良被利用，永远学不会反思（对这件事始终持中立态度）。。,调和者
lgj_social,我是女的，我也很讨厌女拳师，真的要平权就要理性客观，太多女的容易被人云亦云了。,调和者
lgj_social,反正现在只要套个女权的背心就能在网上随便骂人学不到勇敢和担当还学不会政治正确吗,调和者
lgj_social,有一种方法可以，告到底，如果污蔑属实，要求连续登报登媒体道歉！,调和者
lgj_social,你很棒了 很多人反转了还不认 把自己说得跟正义卫士似的,调和者
lgj_social,父母给了孩子生命，不代表可以杀死自己的孩子。做了女友，不代表可以模糊焦点,调和者
lgj_social,这真的就爱豆跟你爸妈一样了呗，做错事不是死??就是骂爱豆？,调和者
lgj_social,为什么会认为只信一方之言，不去理性的分辨就去抨击他人这种行为叫做善良？？,调和者
lgj_social,网暴者没有脑子 他们永远不知道自己无脑的言语给别人造成了多大的伤害,调和者
lgj_social,对不起，我真的低估了人的恶毒程度，特别是一个女孩子拿自己民声搞事情,调和者
lgj_social,跟idol到底有什么关系?她们说这话就=idol亲自说的吗?不懂,调和者
lgj_social,确实??好事不出门坏事传千里 往坏了想这男的估计未来一段时间也不能太平,调和者
lgj_social,都喜欢自诩正义，然后特别积极地站队，抨击目前看起来“不正义”的一方。,调和者
lgj_social,对呀...事情的确反转了，看到之前评论区戾气十足的样子太难过了。,调和者
lgj_social,我真的不懂，搞男女对立能平权？怕是矛盾越来越大，还平权个屁,调和者
lgj_social,她分不清好坏呗 强奸犯也对她好过呗。她原谅了呗,调和者
lgj_social,话是这么说，但是如果这次事件的男女互换，你这条评论应该是看不到的,调和者
lgj_social,这事还是骂那个女的就得了，大众也是被利用了善良和同情心,调和者
lgj_social,因为梁颖这件事的评论下 很多女??发言很瘆人 女??不是女权哈,调和者
lgj_social,看吧，有些人就觉得和解就是有部分是真的所以别和解,调和者
lgj_social,我虽然打女拳，但我支持你，因为你言行证明你是理性的女权,调和者
lgj_social,建议法律程序，不要和解，参考迈克杰克逊，轻易和解的代价。,调和者
lgj_social,对号入座大可不必，人家说的是女，不是所有女的,调和者
lgj_social,有钱、大量的粉丝支持，直接炸舆论，让当事人万劫不复。,调和者
lgj_social,还是中立等判决吧感觉好多人都在有罪推定，太可怕了,调和者
lgj_social,还有就是那个女儿跑操场哮喘吐血的，也是假的,调和者
lgj_social,和偶像有关系吗？....自己发表的言论自己负责,调和者
lgj_social,我已经道歉过了，因为确实之前被作文蒙蔽了,调和者
